Campaign,Campaign Type,Networks,Budget,Budget type,Bid Strategy Type,Languages,Final URL suffix,Campaign Status,Ad Group,Ad Group Status,Keyword,Criterion Type,Ad type,Final URL,Path 1,Path 2,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4
GOOG_Search_Intercom,,,,,,,,,,,gopro,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,רחפן,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,מצלמת צילום,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,מצלמה דיגיטלית,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,דמה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,להורדה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,pdf,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,סיסמה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,איפוס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,שחזור סיסמה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,ivms,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,ויקיפדיה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,מה זה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,איך להתקין,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,התקנה עצמית,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,עשה זאת בעצמך,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,site control,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,סייט קונטרול,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,Search,Google search,18,Daily,Maximize conversions,he;en,utm_source=google&utm_medium=cpc&utm_campaign=business,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מצלמות לעסק,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מצלמות לעסק,,מצלמות אבטחה לעסק,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מצלמות לעסק,,מצלמות אבטחה לחנות,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מצלמות לעסק,,מצלמות אבטחה למשרד,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מצלמות לעסק,,מצלמות אבטחה למחסן,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מצלמות לעסק,,מערכת מצלמות לעסק,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מצלמות לעסק,,מצלמה לזיהוי לוחיות רישוי,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מצלמות לעסק,,,,Responsive search ad,https://www.site-control-il.com/store/c/ip,לעסק,מצלמות-IP,מצלמות אבטחה לעסק,מצלמות IP ומקליט NVR,Hikvision ו-Uniview,הקלטה רציפה 24/7,התראה על אדם ורכב בלבד,מצלמות עם אור מהבהב וסירנה,מסופי נוכחות וזיהוי פנים,מצלמה לזיהוי לוחיות רישוי,"מחירים כולל מע""מ באתר",הנחת כמות מ-5 יחידות,התקנה על ידי הצוות שלנו,אחריות שנה על כל המוצרים,ציוד מהמלאי של היבואן,Site-Control,הצעת מחיר בוואטסאפ,"מצלמות IP ומקליטים של Hikvision ו-Uniview לחנויות, משרדים, מחסנים וחניונים.","הקלטה רציפה, התראות חכמות על אדם ורכב, צפייה מהנייד לכמה משתמשים.","מ-5 יחידות או מעל 5,000 ₪ יש מחיר לקבלנים. שלחו רשימה ונחזיר הצעה.","ציוד מהמלאי של היבואן בישראל, אחריות שנה, והתקנה מלאה על ידי הצוות שלנו."
GOOG_Search_Business,,,,,,,,,מקליטים,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מקליטים,,מקליט nvr,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מקליטים,,מקליט hikvision,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מקליטים,,מקליט למצלמות אבטחה,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מקליטים,,מקליט uniview,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מקליטים,,,,Responsive search ad,https://www.site-control-il.com/store/c/recorders,מקליטים,NVR,מצלמות אבטחה לעסק,מצלמות IP ומקליט NVR,Hikvision ו-Uniview,הקלטה רציפה 24/7,התראה על אדם ורכב בלבד,מצלמות עם אור מהבהב וסירנה,מסופי נוכחות וזיהוי פנים,מצלמה לזיהוי לוחיות רישוי,"מחירים כולל מע""מ באתר",הנחת כמות מ-5 יחידות,התקנה על ידי הצוות שלנו,אחריות שנה על כל המוצרים,ציוד מהמלאי של היבואן,Site-Control,הצעת מחיר בוואטסאפ,"מצלמות IP ומקליטים של Hikvision ו-Uniview לחנויות, משרדים, מחסנים וחניונים.","הקלטה רציפה, התראות חכמות על אדם ורכב, צפייה מהנייד לכמה משתמשים.","מ-5 יחידות או מעל 5,000 ₪ יש מחיר לקבלנים. שלחו רשימה ונחזיר הצעה.","ציוד מהמלאי של היבואן בישראל, אחריות שנה, והתקנה מלאה על ידי הצוות שלנו."
GOOG_Search_Business,,,,,,,,,מצלמות IP,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מצלמות IP,,מצלמות ip,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מצלמות IP,,מצלמות hikvision,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מצלמות IP,,מצלמות uniview,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מצלמות IP,,מצלמת colorvu,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,מצלמות IP,,,,Responsive search ad,https://www.site-control-il.com/store/c/ip,מצלמות-IP,Hikvision,מצלמות אבטחה לעסק,מצלמות IP ומקליט NVR,Hikvision ו-Uniview,הקלטה רציפה 24/7,התראה על אדם ורכב בלבד,מצלמות עם אור מהבהב וסירנה,מסופי נוכחות וזיהוי פנים,מצלמה לזיהוי לוחיות רישוי,"מחירים כולל מע""מ באתר",הנחת כמות מ-5 יחידות,התקנה על ידי הצוות שלנו,אחריות שנה על כל המוצרים,ציוד מהמלאי של היבואן,Site-Control,הצעת מחיר בוואטסאפ,"מצלמות IP ומקליטים של Hikvision ו-Uniview לחנויות, משרדים, מחסנים וחניונים.","הקלטה רציפה, התראות חכמות על אדם ורכב, צפייה מהנייד לכמה משתמשים.","מ-5 יחידות או מעל 5,000 ₪ יש מחיר לקבלנים. שלחו רשימה ונחזיר הצעה.","ציוד מהמלאי של היבואן בישראל, אחריות שנה, והתקנה מלאה על ידי הצוות שלנו."
GOOG_Search_Business,,,,,,,,,,,טיימלאפס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,טיים לאפס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,time lapse,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,timelapse,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,תיעוד בנייה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,תיעוד התקדמות,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,דרושים,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,משרה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,עבודה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,קורס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,הכשרה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,חינם,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,יד שנייה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,יד2,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,עלי אקספרס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,aliexpress,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,אמזון,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,amazon,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,מצלמה לרכב,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,מצלמת דרך,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,מצלמת רכב,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,מצלמת גוף,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,מצלמת תינוק,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,מצלמת רשת למחשב,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,webcam,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,גופרו,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,gopro,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,רחפן,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,מצלמת צילום,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,מצלמה דיגיטלית,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,דמה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,להורדה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,pdf,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,סיסמה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,איפוס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,שחזור סיסמה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,ivms,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,ויקיפדיה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,מה זה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,איך להתקין,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,התקנה עצמית,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,עשה זאת בעצמך,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,site control,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Business,,,,,,,,,,,סייט קונטרול,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,Search,Google search,18,Daily,Maximize conversions,he;en,utm_source=google&utm_medium=cpc&utm_campaign=kits,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,ערכות מצלמות,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,ערכות מצלמות,,ערכת מצלמות אבטחה,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,ערכות מצלמות,,ערכת מצלמות אבטחה לבית,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,ערכות מצלמות,,מערכת מצלמות אבטחה לבית,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,ערכות מצלמות,,ערכת reolink,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,ערכות מצלמות,,ערכת מצלמות עם מקליט,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,ערכות מצלמות,,4 מצלמות אבטחה עם מקליט,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,ערכות מצלמות,,,,Responsive search ad,https://www.site-control-il.com/store/c/kits,ערכות,מצלמות-אבטחה,ערכת מצלמות אבטחה,ערכות Reolink עם מקליט,4 או 8 מצלמות + מקליט,מצלמות אבטחה לבית,דיסק 2TB כלול בערכה,מחברים כבל אחד לכל מצלמה,הקלטה רציפה 24/7,ראיית לילה צבעונית,צפייה מהנייד בלי מנוי,"מחירים כולל מע""מ באתר",התקנה על ידי הצוות שלנו,אחריות שנה על כל המוצרים,עזרו לי לבחור ב-5 שאלות,Site-Control,משלוח או איסוף עצמי,ערכות Reolink מוכנות: מקליט PoE עם דיסק ו-4 עד 8 מצלמות 4K. מחברים ועובד.,"הקלטה רציפה לדיסק, צפייה חיה והתראות לנייד בלי מנוי חודשי. אחריות שנה.","לא בטוחים כמה מצלמות צריך? עונים על 5 שאלות ומקבלים המלצה, או כותבים בוואטסאפ.","משלוח עד הבית, איסוף עצמי או התקנה מלאה על ידי הצוות שלנו לפי הצעת מחיר."
GOOG_Search_Kits,,,,,,,,,,,טיימלאפס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,טיים לאפס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,time lapse,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,timelapse,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,תיעוד בנייה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,תיעוד התקדמות,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,דרושים,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,משרה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,עבודה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,קורס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,הכשרה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,חינם,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,יד שנייה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,יד2,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,עלי אקספרס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,aliexpress,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,אמזון,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,amazon,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,מצלמה לרכב,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,מצלמת דרך,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,מצלמת רכב,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,מצלמת גוף,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,מצלמת תינוק,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,מצלמת רשת למחשב,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,webcam,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,גופרו,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,gopro,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,רחפן,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,מצלמת צילום,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,מצלמה דיגיטלית,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,דמה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,להורדה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,pdf,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,סיסמה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,איפוס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,שחזור סיסמה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,ivms,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,ויקיפדיה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,מה זה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,site control,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Kits,,,,,,,,,,,סייט קונטרול,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,Search,Google search,6,Daily,Maximize conversions,he;en,utm_source=google&utm_medium=cpc&utm_campaign=solar,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,סולארי 4G,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,סולארי 4G,,מצלמה סולארית 4g,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,סולארי 4G,,מצלמת אבטחה עם סים,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,סולארי 4G,,מצלמה סולארית לאתר בנייה,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,סולארי 4G,,מצלמה בלי חשמל,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,סולארי 4G,,reolink go,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,סולארי 4G,,reolink 4g,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,סולארי 4G,,,,Responsive search ad,https://www.site-control-il.com/store/c/solar,סולארי,4G,מצלמה סולארית 4G,מצלמה עם סים לאתר בנייה,בלי חשמל ובלי אינטרנט,מצלמות Reolink Go ו-TrackMix,מצלמה לשטח חקלאי,מצלמה ממונעת 4G עם פאנל,התראות לנייד על תנועה,"מחירים כולל מע""מ באתר",אחריות שנה על כל המוצרים,התקנה על ידי הצוות שלנו,עוזרים לבחור סים וחבילה,"לאתר בנייה, חווה ומחסן",ייעוץ בוואטסאפ לפני קנייה,Site-Control,משלוח או איסוף עצמי,מצלמות Reolink 4G עם סוללה ופאנל סולארי לאתרים בלי חשמל ובלי Wi-Fi.,"לאתרי בנייה, שטחים חקלאיים, מחסנים וחוות. צפייה חיה והתראות לנייד.","לא בטוחים איזה דגם? עונים על 5 שאלות ומקבלים המלצה, או כותבים לנו בוואטסאפ.","אחריות שנה, משלוח או איסוף עצמי. רוצים התקנה על עמוד? הצוות שלנו מגיע."
GOOG_Search_Solar4G,,,,,,,,,,,טיימלאפס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,טיים לאפס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,time lapse,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,timelapse,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,תיעוד בנייה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,תיעוד התקדמות,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,דרושים,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,משרה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,עבודה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,קורס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,הכשרה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,חינם,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,יד שנייה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,יד2,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,עלי אקספרס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,aliexpress,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,אמזון,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,amazon,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,מצלמה לרכב,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,מצלמת דרך,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,מצלמת רכב,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,מצלמת גוף,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,מצלמת תינוק,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,מצלמת רשת למחשב,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,webcam,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,גופרו,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,gopro,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,רחפן,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,מצלמת צילום,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,מצלמה דיגיטלית,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,דמה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,להורדה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,pdf,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,סיסמה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,איפוס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,שחזור סיסמה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,ivms,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,ויקיפדיה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,מה זה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,site control,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Solar4G,,,,,,,,,,,סייט קונטרול,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
